Local Health Jurisdiction,Census Tract,Number of indicators,At least 25% of the residential parcels were built before 1978,Census tract is within 1.7 miles of a current or former lead emitting facility,"Census tract is within 1,000 feet of a state highway",Census tract is within the city of a known current or historic smelter,Census tract is within 1 km of an airport using leaded avgas,Census tract is within 1 km of a railroad,"Census tract is within 1,000 feet of a speedway",Census tract is served by a water district with at least one known leaded service line or fitting
Los Angeles,06037310400,6,Yes,Yes,Yes,Yes,Yes,Yes,No,No
Los Angeles,06037310501,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Los Angeles,06037310601,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Los Angeles,06037310602,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037310701,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037310703,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037310704,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037310705,2,No,No,Yes,No,No,Yes,No,No
Los Angeles,06037310800,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037310900,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037311000,4,Yes,Yes,No,No,Yes,Yes,No,No
Los Angeles,06037311100,5,Yes,Yes,No,Yes,Yes,Yes,No,No
Los Angeles,06037311200,3,Yes,Yes,No,Yes,No,No,No,No
Los Angeles,06037311300,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037311400,3,Yes,No,Yes,Yes,No,No,No,No
Los Angeles,06037311500,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037311601,3,Yes,No,Yes,Yes,No,No,No,No
Los Angeles,06037311602,3,Yes,No,Yes,Yes,No,No,No,No
Los Angeles,06037311700,4,Yes,No,Yes,Yes,No,Yes,No,No
Los Angeles,06037311801,4,Yes,No,Yes,Yes,No,Yes,No,No
Los Angeles,06037311802,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037320101,4,Yes,Yes,No,Yes,No,No,No,Yes
Los Angeles,06037320102,5,Yes,Yes,Yes,Yes,No,No,No,Yes
Los Angeles,06037320201,5,Yes,Yes,No,Yes,No,Yes,No,Yes
Los Angeles,06037320202,5,Yes,Yes,No,Yes,No,Yes,No,Yes
Los Angeles,06037320300,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Los Angeles,06037400205,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037400206,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037400207,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037400208,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037400209,1,No,No,Yes,No,No,No,No,No
Los Angeles,06037400304,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Los Angeles,06037400402,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037400403,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037400404,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037400501,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037400602,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037400603,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037400605,3,No,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037400801,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037401001,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037401002,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037401101,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037401102,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037401201,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037401202,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037401203,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037401303,3,No,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037401304,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Los Angeles,06037401311,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037401312,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037401500,4,Yes,Yes,No,No,Yes,Yes,No,No
Los Angeles,06037401601,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037401602,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037401705,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037401706,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037401707,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037401801,4,Yes,Yes,Yes,No,Yes,No,No,No
Los Angeles,06037401802,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037401901,4,Yes,Yes,No,No,Yes,Yes,No,No
Los Angeles,06037401902,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402001,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402002,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402101,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402102,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402200,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Los Angeles,06037402301,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402303,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402304,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037402403,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402404,3,No,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402405,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402406,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402501,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037402503,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402504,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037402601,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402602,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402702,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037402703,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037402705,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037402706,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037402801,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037402803,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037402804,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037402902,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037402903,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037402904,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037403000,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037403305,1,No,No,Yes,No,No,No,No,No
Los Angeles,06037403316,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037403317,3,No,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037403318,2,No,Yes,Yes,No,No,No,No,No
Los Angeles,06037403319,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037403320,0,No,No,No,No,No,No,No,No
Los Angeles,06037403321,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037403323,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037403324,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037403325,2,Yes,No,Yes,No,No,No,No,No
Los Angeles,06037403326,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037403327,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037403328,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037403401,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037403402,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037403403,2,No,Yes,No,No,No,Yes,No,No
Los Angeles,06037403404,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037403407,1,No,Yes,No,No,No,No,No,No
Los Angeles,06037403408,1,No,Yes,No,No,No,No,No,No
Los Angeles,06037403409,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037403500,2,Yes,No,Yes,No,No,No,No,No
Los Angeles,06037403601,2,Yes,No,Yes,No,No,No,No,No
Los Angeles,06037403702,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037403703,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037403721,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037403722,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037403801,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037403802,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037403901,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037403902,2,Yes,No,Yes,No,No,No,No,No
Los Angeles,06037404000,2,Yes,No,Yes,No,No,No,No,No
Los Angeles,06037404100,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037404201,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037404203,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037404301,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037404302,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037404401,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037404402,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037404501,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037404503,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037404504,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037404600,5,Yes,Yes,Yes,No,No,Yes,Yes,No
Los Angeles,06037404701,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037404702,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037404703,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037404804,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037404805,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037404806,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037404901,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037404902,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037404903,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037405001,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037405002,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037405101,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037405102,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037405201,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037405202,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037405203,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037405301,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037405302,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037405400,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037405500,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037405600,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037405701,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037405702,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037405800,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037405900,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037406000,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037406101,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037406103,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037406201,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037406300,2,Yes,No,Yes,No,No,No,No,No
Los Angeles,06037406413,2,Yes,No,Yes,No,No,No,No,No
Los Angeles,06037406500,2,Yes,No,Yes,No,No,No,No,No
Los Angeles,06037406601,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037406602,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037406701,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037406702,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037406801,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037406903,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037407001,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037407002,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037407101,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037407102,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037407201,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037407202,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037407301,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037407302,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037407400,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037407501,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037407502,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037407601,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037407602,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037407701,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037407702,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037407801,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037407802,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037407901,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037407902,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037408003,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037408004,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037408005,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037408006,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037408133,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037408134,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037408135,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037408136,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037408137,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037408138,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037408139,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037408140,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037408141,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037408212,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408213,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408301,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408302,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408303,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408401,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408402,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408503,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037408504,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408505,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408623,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408624,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408625,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037408626,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037408627,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037408628,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037408629,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037408631,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408703,2,No,Yes,Yes,No,No,No,No,No
Los Angeles,06037408705,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037408707,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037408722,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037408724,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037408725,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037408800,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037408900,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037409000,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037409100,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037430003,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037430004,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037430005,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037430101,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037430102,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037430200,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037430301,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037430302,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037430400,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037430501,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037430502,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037430600,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037430701,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037430721,3,Yes,No,Yes,No,No,Yes,No,No
Los Angeles,06037430723,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037430724,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037430801,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037430802,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037430803,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037430901,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037430902,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037431002,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037431003,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037431004,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037431100,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037431200,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037431300,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037431400,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037431501,4,Yes,Yes,No,No,Yes,No,No,Yes
Los Angeles,06037431502,3,Yes,Yes,No,No,Yes,No,No,No
Los Angeles,06037431600,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037431701,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037431800,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037431900,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037432001,3,Yes,Yes,No,No,No,No,No,Yes
Los Angeles,06037432002,4,Yes,Yes,No,No,No,Yes,No,Yes
Los Angeles,06037432101,5,Yes,Yes,No,No,Yes,Yes,No,Yes
Los Angeles,06037432102,4,Yes,Yes,No,No,No,Yes,No,Yes
Los Angeles,06037432201,4,Yes,Yes,No,No,No,Yes,No,Yes
Los Angeles,06037432202,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Los Angeles,06037432300,5,Yes,Yes,No,No,Yes,Yes,No,Yes
Los Angeles,06037432401,3,Yes,Yes,No,No,Yes,No,No,No
Los Angeles,06037432402,4,Yes,Yes,No,No,Yes,Yes,No,No
Los Angeles,06037432501,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037432502,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037432601,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037432602,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037432700,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Los Angeles,06037432801,6,Yes,Yes,Yes,No,Yes,Yes,No,Yes
Los Angeles,06037432802,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Los Angeles,06037432901,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Los Angeles,06037432902,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Los Angeles,06037433103,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Los Angeles,06037433200,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037433302,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037433304,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037433305,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037433306,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037433307,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037433402,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037433403,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037433505,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037433506,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Los Angeles,06037433601,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Los Angeles,06037433602,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037433803,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037433804,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037433901,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037433903,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037434001,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037434003,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037434004,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037434100,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037460001,1,Yes,No,No,No,No,No,No,No
Pasadena,06037460002,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037460101,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037460200,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037460301,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037460302,2,Yes,Yes,No,No,No,No,No,No
Pasadena,06037460401,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037460501,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037460502,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037460601,2,Yes,No,Yes,No,No,No,No,No
Los Angeles,06037460700,3,Yes,Yes,Yes,No,No,No,No,No
Pasadena,06037460800,4,Yes,Yes,Yes,Yes,No,No,No,No
Pasadena,06037460900,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037461000,3,Yes,Yes,Yes,No,No,No,No,No
Los Angeles,06037461100,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037461200,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037461300,2,Yes,Yes,No,No,No,No,No,No
Pasadena,06037461400,2,Yes,Yes,No,No,No,No,No,No
Pasadena,06037461501,2,Yes,Yes,No,No,No,No,No,No
Pasadena,06037461502,2,Yes,Yes,No,No,No,No,No,No
Pasadena,06037461600,3,Yes,Yes,Yes,No,No,No,No,No
Pasadena,06037461700,3,Yes,Yes,Yes,No,No,No,No,No
Pasadena,06037461901,3,Yes,Yes,Yes,No,No,No,No,No
Pasadena,06037461902,3,Yes,Yes,Yes,No,No,No,No,No
Pasadena,06037462001,2,Yes,Yes,No,No,No,No,No,No
Pasadena,06037462002,2,Yes,Yes,No,No,No,No,No,No
Pasadena,06037462100,2,Yes,Yes,No,No,No,No,No,No
Pasadena,06037462201,3,Yes,Yes,Yes,No,No,No,No,No
Pasadena,06037462202,2,No,Yes,Yes,No,No,No,No,No
Pasadena,06037462301,2,Yes,No,Yes,No,No,No,No,No
Pasadena,06037462302,2,Yes,No,Yes,No,No,No,No,No
Pasadena,06037462400,2,Yes,Yes,No,No,No,No,No,No
Pasadena,06037462500,1,Yes,No,No,No,No,No,No,No
Pasadena,06037462600,1,Yes,No,No,No,No,No,No,No
Pasadena,06037462700,2,Yes,No,Yes,No,No,No,No,No
Pasadena,06037462800,2,Yes,No,Yes,No,No,No,No,No
Pasadena,06037462900,2,Yes,No,Yes,No,No,No,No,No
Pasadena,06037463000,2,Yes,No,Yes,No,No,No,No,No
Los Angeles,06037463103,3,Yes,No,Yes,No,No,No,No,Yes
Pasadena,06037463200,3,Yes,No,Yes,No,No,No,No,Yes
Los Angeles,06037463300,2,Yes,No,No,No,No,No,No,Yes
Pasadena,06037463400,1,Yes,No,No,No,No,No,No,No
Pasadena,06037463500,1,Yes,No,No,No,No,No,No,No
Pasadena,06037463601,1,Yes,No,No,No,No,No,No,No
Pasadena,06037463602,1,Yes,No,No,No,No,No,No,No
Pasadena,06037463700,2,Yes,No,Yes,No,No,No,No,No
Pasadena,06037463800,4,Yes,No,Yes,Yes,No,No,No,Yes
Pasadena,06037463900,4,Yes,No,Yes,Yes,No,No,No,Yes
Pasadena,06037464000,3,Yes,No,Yes,No,No,No,No,Yes
Los Angeles,06037464101,2,Yes,No,No,No,No,No,No,Yes
Los Angeles,06037464102,3,Yes,Yes,No,No,No,No,No,Yes
Los Angeles,06037464200,2,Yes,No,No,No,No,No,No,Yes
Los Angeles,06037480002,2,Yes,No,No,No,No,No,No,Yes
Los Angeles,06037480011,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037480012,1,Yes,No,No,No,No,No,No,No
Los Angeles,06037480101,2,Yes,Yes,No,No,No,No,No,No
Los Angeles,06037480102,2,Yes,No,No,No,No,Yes,No,No
Los Angeles,06037480201,3,Yes,No,No,No,No,Yes,No,Yes
Los Angeles,06037480202,3,Yes,No,No,No,No,Yes,No,Yes
Los Angeles,06037480302,4,Yes,Yes,No,No,No,Yes,No,Yes
Los Angeles,06037480303,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037480304,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037480400,3,Yes,Yes,No,No,No,No,No,Yes
Los Angeles,06037480500,3,Yes,Yes,No,No,No,No,No,Yes
Los Angeles,06037480601,3,Yes,No,Yes,No,No,No,No,Yes
Los Angeles,06037480602,4,Yes,No,Yes,Yes,No,No,No,Yes
Los Angeles,06037480702,5,Yes,Yes,Yes,Yes,No,No,No,Yes
Los Angeles,06037480703,5,Yes,Yes,Yes,Yes,No,No,No,Yes
Los Angeles,06037480704,4,Yes,Yes,No,Yes,No,No,No,Yes
Los Angeles,06037480802,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Los Angeles,06037480803,4,Yes,Yes,No,Yes,No,Yes,No,No
Los Angeles,06037480804,5,Yes,Yes,No,Yes,No,Yes,No,Yes
Los Angeles,06037480901,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037480902,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037480903,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037481001,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037481002,3,Yes,Yes,No,No,No,Yes,No,No
Los Angeles,06037481101,3,Yes,No,No,No,No,Yes,No,Yes
Los Angeles,06037481102,3,Yes,No,No,No,No,Yes,No,Yes
Los Angeles,06037481103,3,Yes,No,No,No,No,Yes,No,Yes
Los Angeles,06037481201,4,Yes,Yes,Yes,No,No,Yes,No,No
Los Angeles,06037481203,4,Yes,Yes,Yes,No,No,Yes,No,No
